Computer 1974;Inactive;Operational;DELL;Latitude E5470;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 1983;Inactive;Operational;DELL;Latitude E5470;Standard laptops;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 2016;Inactive;Operational;DELL;Latitude E5570;Standard laptops;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 2316;Inactive;Operational;DELL;Latitude E5470;Standard laptops;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 2398;Inactive;Operational;DELL;Latitude E5570;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 3155;Inactive;Operational;DELL;Latitude E5470;Standard laptops;POMA Leasing 2016;FRA-VOREPPE;07/06/2021;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz;15
Computer 9;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-GILLY;;20/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 15;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 16;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 17;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 19;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 20;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 21;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 22;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 23;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 25;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-FRANCIN;;14/08/2018;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 44;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-PASSY;13/03/2023;13/03/2020;Temporary;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 250;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;18/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 251;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;18/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 252;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;18/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 253;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;18/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 254;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;18/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 367;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;28/06/2021;01/08/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 369;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 371;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;01/08/2019;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 373;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 374;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 375;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 376;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-GILLY;01/08/2019;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 377;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;30/09/2021;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 378;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 379;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 380;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 894;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-GILLY;;27/10/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 895;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-GILLY;15/11/2019;15/11/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 897;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-GILLY;13/03/2020;13/03/2017;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1142;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VEYRINS;;20/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1145;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VEYRINS;;20/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1146;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VEYRINS;;20/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1149;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VEYRINS;20/07/2019;20/07/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1238;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA SAS;FRA-VEYRINS;;20/07/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1239;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA Leasing 2016;FRA-GILLY;20/09/2021;01/08/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1240;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;POMA Leasing 2016;FRA-VOREPPE;01/08/2019;01/08/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1320;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;GER-HERDWANGEN;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1384;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1385;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1386;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1387;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;SVK-STARA-LUBOVNA;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1390;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1391;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1392;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1394;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1395;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1396;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1397;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1398;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1399;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1400;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1401;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1402;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1403;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1404;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1405;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;DEMACLENKO;ITA-SELVA;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1406;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1407;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1408;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1409;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;DEMACLENKO;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1410;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1411;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1412;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1415;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1416;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1417;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1418;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1419;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1420;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1421;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1422;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1423;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1424;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1425;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1426;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1427;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1428;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1429;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1430;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1431;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1432;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1433;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1434;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;DEMACLENKO;ITA-SELVA;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1435;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1436;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1437;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1438;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1439;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1440;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1441;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1442;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1443;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1444;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-SINIGO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1445;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1446;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1447;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1448;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1449;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1451;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Shared;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1452;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1453;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1454;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1455;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;PRINOTH SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1456;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1457;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1458;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1459;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1460;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;AUT-TELFS;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
Computer 1461;Production;Operational;DELL;Optiplex 3040 Micro;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2016;01/01/2016;Permanent;Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz;15
